fips,location_name,population,geo_type,geo_value,abbreviation
22115,Vernon County,47429,county,22115,LA
22117,Washington County,46194,county,22117,LA
22119,Webster County,38340,county,22119,LA
22121,West Baton Rouge County,26465,county,22121,LA
22123,West Carroll County,10830,county,22123,LA
22125,West Feliciana County,15568,county,22125,LA
22127,Winn County,13904,county,22127,LA
23001,Androscoggin County,108277,county,23001,ME
23003,Aroostook County,67055,county,23003,ME
23005,Cumberland County,295003,county,23005,ME
23007,Franklin County,30199,county,23007,ME
23009,Hancock County,54987,county,23009,ME
23011,Kennebec County,122302,county,23011,ME
23013,Knox County,39772,county,23013,ME
23015,Lincoln County,34634,county,23015,ME
23017,Oxford County,57975,county,23017,ME
23019,Penobscot County,152148,county,23019,ME
23021,Piscataquis County,16785,county,23021,ME
23023,Sagadahoc County,35856,county,23023,ME
23025,Somerset County,50484,county,23025,ME
23027,Waldo County,39715,county,23027,ME
23029,Washington County,31379,county,23029,ME
23031,York County,207641,county,23031,ME
24001,Allegany County,70416,county,24001,MD
24003,Anne Arundel County,579234,county,24003,MD
24005,Baltimore County,827370,county,24005,MD
24009,Calvert County,92525,county,24009,MD
24011,Caroline County,33406,county,24011,MD
24013,Carroll County,168447,county,24013,MD
24015,Cecil County,102855,county,24015,MD
24017,Charles County,163257,county,24017,MD
24019,Dorchester County,31929,county,24019,MD
24021,Frederick County,259547,county,24021,MD
24023,Garrett County,29014,county,24023,MD
24025,Harford County,255441,county,24025,MD
24027,Howard County,325690,county,24027,MD
24029,Kent County,19422,county,24029,MD
24031,Montgomery County,1050688,county,24031,MD
24033,Prince George's County,909327,county,24033,MD
24035,Queen Anne's County,50381,county,24035,MD
24037,St. Mary's County,113510,county,24037,MD
24039,Somerset County,25616,county,24039,MD
24041,Talbot County,37181,county,24041,MD
24043,Washington County,151049,county,24043,MD
24045,Wicomico County,103609,county,24045,MD
24047,Worcester County,52276,county,24047,MD
24510,Baltimore City County,593490,county,24510,MD
25001,Barnstable County,212990,county,25001,MA
25003,Berkshire County,124944,county,25003,MA
25005,Bristol County,565217,county,25005,MA
25007,Dukes County,17332,county,25007,MA
25009,Essex County,789034,county,25009,MA
25011,Franklin County,70180,county,25011,MA
25013,Hampden County,466372,county,25013,MA
25015,Hampshire County,160830,county,25015,MA
25017,Middlesex County,1611699,county,25017,MA
25019,Nantucket County,11399,county,25019,MA
25021,Norfolk County,706775,county,25021,MA
25023,Plymouth County,521202,county,25023,MA
25025,Suffolk County,803907,county,25025,MA
25027,Worcester County,830622,county,25027,MA
26001,Alcona County,10405,county,26001,MI
26003,Alger County,9108,county,26003,MI
26005,Allegan County,118081,county,26005,MI
26007,Alpena County,28405,county,26007,MI
26009,Antrim County,23324,county,26009,MI
26011,Arenac County,14883,county,26011,MI
26013,Baraga County,8209,county,26013,MI
26015,Barry County,61550,county,26015,MI
26017,Bay County,103126,county,26017,MI
26019,Benzie County,17766,county,26019,MI
26021,Berrien County,153401,county,26021,MI
26023,Branch County,43517,county,26023,MI
26025,Calhoun County,134159,county,26025,MI
26027,Cass County,51787,county,26027,MI
26029,Charlevoix County,26143,county,26029,MI
26031,Cheboygan County,25276,county,26031,MI
26033,Chippewa County,37349,county,26033,MI
26035,Clare County,30950,county,26035,MI
26037,Clinton County,79595,county,26037,MI
26039,Crawford County,14029,county,26039,MI
26041,Delta County,35784,county,26041,MI
26043,Dickinson County,25239,county,26043,MI
26045,Eaton County,110268,county,26045,MI
26047,Emmet County,33415,county,26047,MI
26049,Genesee County,405813,county,26049,MI
26051,Gladwin County,25449,county,26051,MI
26053,Gogebic County,13975,county,26053,MI
26055,Grand Traverse County,93088,county,26055,MI
26057,Gratiot County,40711,county,26057,MI
26059,Hillsdale County,45605,county,26059,MI
26061,Houghton County,35684,county,26061,MI
26063,Huron County,30981,county,26063,MI
26065,Ingham County,292406,county,26065,MI
26067,Ionia County,64697,county,26067,MI
26069,Iosco County,25127,county,26069,MI
26071,Iron County,11066,county,26071,MI
26073,Isabella County,69872,county,26073,MI
26075,Jackson County,158510,county,26075,MI
26077,Kalamazoo County,265066,county,26077,MI
26079,Kalkaska County,18038,county,26079,MI
26081,Kent County,656955,county,26081,MI
26083,Keweenaw County,2116,county,26083,MI
26085,Lake County,11853,county,26085,MI
26087,Lapeer County,87607,county,26087,MI
26089,Leelanau County,21761,county,26089,MI
26091,Lenawee County,98451,county,26091,MI
26093,Livingston County,191995,county,26093,MI
26095,Luce County,6229,county,26095,MI
26097,Mackinac County,10799,county,26097,MI
26099,Macomb County,873972,county,26099,MI
26101,Manistee County,24558,county,26101,MI
26103,Marquette County,66699,county,26103,MI
26105,Mason County,29144,county,26105,MI
26107,Mecosta County,43453,county,26107,MI
26109,Menominee County,22780,county,26109,MI
26111,Midland County,83156,county,26111,MI
26113,Missaukee County,15118,county,26113,MI
26115,Monroe County,150500,county,26115,MI
26117,Montcalm County,63888,county,26117,MI
26119,Montmorency County,9328,county,26119,MI
26121,Muskegon County,173566,county,26121,MI
26123,Newaygo County,48980,county,26123,MI
26125,Oakland County,1257584,county,26125,MI
26127,Oceana County,26467,county,26127,MI
26129,Ogemaw County,20997,county,26129,MI
26131,Ontonagon County,5720,county,26131,MI
26133,Osceola County,23460,county,26133,MI
26135,Oscoda County,8241,county,26135,MI
26137,Otsego County,24668,county,26137,MI
26139,Ottawa County,291830,county,26139,MI
26141,Presque Isle County,12592,county,26141,MI
26143,Roscommon County,24019,county,26143,MI
26145,Saginaw County,190539,county,26145,MI
26147,St. Clair County,159128,county,26147,MI
26149,St. Joseph County,60964,county,26149,MI
26151,Sanilac County,41170,county,26151,MI
26153,Schoolcraft County,8094,county,26153,MI
26155,Shiawassee County,68122,county,26155,MI
26157,Tuscola County,52245,county,26157,MI
26159,Van Buren County,75677,county,26159,MI
26161,Washtenaw County,367601,county,26161,MI
26163,Wayne County,1749343,county,26163,MI
26165,Wexford County,33631,county,26165,MI
27001,Aitkin County,15886,county,27001,MN
27003,Anoka County,356921,county,27003,MN
27005,Becker County,34423,county,27005,MN
27007,Beltrami County,47188,county,27007,MN
27009,Benton County,40889,county,27009,MN
27011,Big Stone County,4991,county,27011,MN
27013,Blue Earth County,67653,county,27013,MN
27015,Brown County,25008,county,27015,MN
27017,Carlton County,35871,county,27017,MN
27019,Carver County,105089,county,27019,MN
27021,Cass County,29779,county,27021,MN
27023,Chippewa County,11800,county,27023,MN
27025,Chisago County,56579,county,27025,MN
27027,Clay County,64222,county,27027,MN
27029,Clearwater County,8818,county,27029,MN
27031,Cook County,5463,county,27031,MN
27033,Cottonwood County,11196,county,27033,MN
27035,Crow Wing County,65055,county,27035,MN
27037,Dakota County,429021,county,27037,MN
27039,Dodge County,20934,county,27039,MN
27041,Douglas County,38141,county,27041,MN
27043,Faribault County,13653,county,27043,MN
27045,Fillmore County,21067,county,27045,MN
27047,Freeborn County,30281,county,27047,MN
27049,Goodhue County,46340,county,27049,MN
27051,Grant County,5972,county,27051,MN
27053,Hennepin County,1265843,county,27053,MN
27055,Houston County,18600,county,27055,MN
27057,Hubbard County,21491,county,27057,MN
27059,Isanti County,40596,county,27059,MN
27061,Itasca County,45130,county,27061,MN
27063,Jackson County,9846,county,27063,MN
27065,Kanabec County,16337,county,27065,MN
27067,Kandiyohi County,43199,county,27067,MN
27069,Kittson County,4298,county,27069,MN
27071,Koochiching County,12229,county,27071,MN
27073,Lac qui Parle County,6623,county,27073,MN
27075,Lake County,10641,county,27075,MN
27077,Lake of the Woods County,3740,county,27077,MN
27079,Le Sueur County,28887,county,27079,MN
27081,Lincoln County,5639,county,27081,MN
27083,Lyon County,25474,county,27083,MN
27085,McLeod County,35893,county,27085,MN
27087,Mahnomen County,5527,county,27087,MN
27089,Marshall County,9336,county,27089,MN
27091,Martin County,19683,county,27091,MN
27093,Meeker County,23222,county,27093,MN
27095,Mille Lacs County,26277,county,27095,MN
27097,Morrison County,33386,county,27097,MN
27099,Mower County,40062,county,27099,MN
27101,Murray County,8194,county,27101,MN
27103,Nicollet County,34274,county,27103,MN
27105,Nobles County,21629,county,27105,MN
27107,Norman County,6375,county,27107,MN
27109,Olmsted County,158293,county,27109,MN
27111,Otter Tail County,58746,county,27111,MN
27113,Pennington County,14119,county,27113,MN
27115,Pine County,29579,county,27115,MN
27117,Pipestone County,9126,county,27117,MN
27119,Polk County,31364,county,27119,MN
27121,Pope County,11249,county,27121,MN
27123,Ramsey County,550321,county,27123,MN
27125,Red Lake County,4055,county,27125,MN
27127,Redwood County,15170,county,27127,MN
27129,Renville County,14548,county,27129,MN
27131,Rice County,66972,county,27131,MN
27133,Rock County,9315,county,27133,MN
27135,Roseau County,15165,county,27135,MN
27137,St. Louis County,199070,county,27137,MN
27139,Scott County,149013,county,27139,MN
27141,Sherburne County,97238,county,27141,MN
27143,Sibley County,14865,county,27143,MN
27145,Stearns County,161075,county,27145,MN
27147,Steele County,36649,county,27147,MN
27149,Stevens County,9805,county,27149,MN
27151,Swift County,9266,county,27151,MN
27153,Todd County,24664,county,27153,MN
27155,Traverse County,3259,county,27155,MN
27157,Wabasha County,21627,county,27157,MN
27159,Wadena County,13682,county,27159,MN
27161,Waseca County,18612,county,27161,MN
27163,Washington County,262440,county,27163,MN
27165,Watonwan County,10897,county,27165,MN
27167,Wilkin County,6207,county,27167,MN
27169,Winona County,50484,county,27169,MN
27171,Wright County,138377,county,27171,MN
27173,Yellow Medicine County,9709,county,27173,MN
28001,Adams County,30693,county,28001,MS
28003,Alcorn County,36953,county,28003,MS
28005,Amite County,12297,county,28005,MS
28007,Attala County,18174,county,28007,MS
28009,Benton County,8259,county,28009,MS
28011,Bolivar County,30628,county,28011,MS
28013,Calhoun County,14361,county,28013,MS
28015,Carroll County,9947,county,28015,MS
28017,Chickasaw County,17103,county,28017,MS
28019,Choctaw County,8210,county,28019,MS
28021,Claiborne County,8988,county,28021,MS
28023,Clarke County,15541,county,28023,MS
28025,Clay County,19316,county,28025,MS
28027,Coahoma County,22124,county,28027,MS
28029,Copiah County,28065,county,28029,MS
28031,Covington County,18636,county,28031,MS
28033,DeSoto County,184945,county,28033,MS
28035,Forrest County,74897,county,28035,MS
28037,Franklin County,7713,county,28037,MS
28039,George County,24500,county,28039,MS
28041,Greene County,13586,county,28041,MS
28043,Grenada County,20758,county,28043,MS
28045,Hancock County,47632,county,28045,MS
28047,Harrison County,208080,county,28047,MS
28049,Hinds County,231840,county,28049,MS
28051,Holmes County,17010,county,28051,MS
28053,Humphreys County,8064,county,28053,MS
28055,Issaquena County,1327,county,28055,MS
28057,Itawamba County,23390,county,28057,MS
28059,Jackson County,143617,county,28059,MS
28061,Jasper County,16383,county,28061,MS
28063,Jefferson County,6990,county,28063,MS
28065,Jefferson Davis County,11128,county,28065,MS
28067,Jones County,68098,county,28067,MS
28069,Kemper County,9742,county,28069,MS
28071,Lafayette County,54019,county,28071,MS
28073,Lamar County,63343,county,28073,MS
28075,Lauderdale County,74125,county,28075,MS
28077,Lawrence County,12586,county,28077,MS
28079,Leake County,22786,county,28079,MS
28081,Lee County,85436,county,28081,MS
28083,Leflore County,28183,county,28083,MS
28085,Lincoln County,34153,county,28085,MS
28087,Lowndes County,58595,county,28087,MS
28089,Madison County,106272,county,28089,MS
28091,Marion County,24573,county,28091,MS
28093,Marshall County,35294,county,28093,MS
28095,Monroe County,35252,county,28095,MS
28097,Montgomery County,9775,county,28097,MS
28099,Neshoba County,29118,county,28099,MS
28101,Newton County,21018,county,28101,MS
28103,Noxubee County,10417,county,28103,MS
28105,Oktibbeha County,49587,county,28105,MS
28107,Panola County,34192,county,28107,MS
28109,Pearl River County,55535,county,28109,MS
28111,Perry County,11973,county,28111,MS
28113,Pike County,39288,county,28113,MS
28115,Pontotoc County,32174,county,28115,MS
28117,Prentiss County,25126,county,28117,MS
28119,Quitman County,6792,county,28119,MS
28121,Rankin County,155271,county,28121,MS
28123,Scott County,28124,county,28123,MS
28125,Sharkey County,4321,county,28125,MS
28127,Simpson County,26658,county,28127,MS
28129,Smith County,15916,county,28129,MS
28131,Stone County,18336,county,28131,MS
28133,Sunflower County,25110,county,28133,MS
28135,Tallahatchie County,13809,county,28135,MS
28137,Tate County,28321,county,28137,MS
28139,Tippah County,22015,county,28139,MS
28141,Tishomingo County,19383,county,28141,MS
28143,Tunica County,9632,county,28143,MS
28145,Union County,28815,county,28145,MS
28147,Walthall County,14286,county,28147,MS
28149,Warren County,45381,county,28149,MS
28151,Washington County,43909,county,28151,MS
28153,Wayne County,20183,county,28153,MS
28155,Webster County,9689,county,28155,MS
28157,Wilkinson County,8630,county,28157,MS
28159,Winston County,17955,county,28159,MS
28161,Yalobusha County,12108,county,28161,MS
28163,Yazoo County,29690,county,28163,MS
29001,Adair County,25343,county,29001,MO
29003,Andrew County,17712,county,29003,MO
29005,Atchison County,5143,county,29005,MO
29007,Audrain County,25388,county,29007,MO
29009,Barry County,35789,county,29009,MO
29011,Barton County,11754,county,29011,MO
29013,Bates County,16172,county,29013,MO
29015,Benton County,19443,county,29015,MO
29017,Bollinger County,12133,county,29017,MO
29019,Boone County,180463,county,29019,MO
29021,Buchanan County,87364,county,29021,MO
29023,Butler County,42478,county,29023,MO
29025,Caldwell County,9020,county,29025,MO
29027,Callaway County,44743,county,29027,MO
29029,Camden County,46305,county,29029,MO
29031,Cape Girardeau County,78871,county,29031,MO
29033,Carroll County,8679,county,29033,MO
29035,Carter County,5982,county,29035,MO
29037,Cass County,105780,county,29037,MO
29039,Cedar County,14349,county,29039,MO
29041,Chariton County,7426,county,29041,MO
29043,Christian County,88595,county,29043,MO
29045,Clark County,6797,county,29045,MO
29047,Clay County,249948,county,29047,MO
29049,Clinton County,20387,county,29049,MO
29051,Cole County,76745,county,29051,MO
29053,Cooper County,17709,county,29053,MO
29055,Crawford County,23920,county,29055,MO
29057,Dade County,7561,county,29057,MO
29059,Dallas County,16878,county,29059,MO
29061,Daviess County,8278,county,29061,MO
29063,DeKalb County,12547,county,29063,MO
29065,Dent County,15573,county,29065,MO
29067,Douglas County,13185,county,29067,MO
29069,Dunklin County,29131,county,29069,MO
29071,Franklin County,103967,county,29071,MO
29073,Gasconade County,14706,county,29073,MO
29075,Gentry County,6571,county,29075,MO
29077,Greene County,293086,county,29077,MO
29079,Grundy County,9850,county,29079,MO
29081,Harrison County,8352,county,29081,MO
29083,Henry County,21824,county,29083,MO
29085,Hickory County,9544,county,29085,MO
29087,Holt County,4403,county,29087,MO
29089,Howard County,10001,county,29089,MO
29091,Howell County,40117,county,29091,MO
29093,Iron County,10125,county,29093,MO
29095,Jackson County,703011,county,29095,MO
29097,Jasper County,121328,county,29097,MO
29099,Jefferson County,225081,county,29099,MO
29101,Johnson County,54062,county,29101,MO
29103,Knox County,3959,county,29103,MO
29105,Laclede County,35723,county,29105,MO
29107,Lafayette County,32708,county,29107,MO
29109,Lawrence County,38355,county,29109,MO
29111,Lewis County,9776,county,29111,MO
29113,Lincoln County,59013,county,29113,MO
29115,Linn County,11920,county,29115,MO
29117,Livingston County,15227,county,29117,MO
29119,McDonald County,22837,county,29119,MO
29121,Macon County,15117,county,29121,MO
29123,Madison County,12088,county,29123,MO
29125,Maries County,8697,county,29125,MO
29127,Marion County,28530,county,29127,MO
29129,Mercer County,3617,county,29129,MO
29131,Miller County,25619,county,29131,MO
29133,Mississippi County,13180,county,29133,MO
29135,Moniteau County,16132,county,29135,MO
29137,Monroe County,8644,county,29137,MO
29139,Montgomery County,11551,county,29139,MO
29141,Morgan County,20627,county,29141,MO
29143,New Madrid County,17076,county,29143,MO
29145,Newton County,58236,county,29145,MO
29147,Nodaway County,22092,county,29147,MO
29149,Oregon County,10529,county,29149,MO
29151,Osage County,13615,county,29151,MO
29153,Ozark County,9174,county,29153,MO
29155,Pemiscot County,15805,county,29155,MO
29157,Perry County,19136,county,29157,MO
29159,Pettis County,42339,county,29159,MO
29161,Phelps County,44573,county,29161,MO
29163,Pike County,18302,county,29163,MO
29165,Platte County,104418,county,29165,MO
29167,Polk County,32149,county,29167,MO
29169,Pulaski County,52607,county,29169,MO
29171,Putnam County,4696,county,29171,MO
29173,Ralls County,10309,county,29173,MO
29175,Randolph County,24748,county,29175,MO
29177,Ray County,23018,county,29177,MO
29179,Reynolds County,6270,county,29179,MO
29181,Ripley County,13288,county,29181,MO
29183,St. Charles County,402022,county,29183,MO
29185,St. Clair County,9397,county,29185,MO
29186,Ste. Genevieve County,17894,county,29186,MO
29187,St. Francois County,67215,county,29187,MO
29189,St. Louis County,994205,county,29189,MO
29195,Saline County,22761,county,29195,MO
29197,Schuyler County,4660,county,29197,MO
29199,Scotland County,4902,county,29199,MO
29201,Scott County,38280,county,29201,MO
29203,Shannon County,8166,county,29203,MO
29205,Shelby County,5930,county,29205,MO
29207,Stoddard County,29025,county,29207,MO
29209,Stone County,31952,county,29209,MO
29211,Sullivan County,6089,county,29211,MO
29213,Taney County,55928,county,29213,MO
29215,Texas County,25398,county,29215,MO
29217,Vernon County,20563,county,29217,MO
29219,Warren County,35649,county,29219,MO
29221,Washington County,24730,county,29221,MO
29223,Wayne County,12873,county,29223,MO
29225,Webster County,39592,county,29225,MO
29227,Worth County,2013,county,29227,MO
29229,Wright County,18289,county,29229,MO
29510,St. Louis City County,300576,county,29510,MO
30001,Beaverhead County,9453,county,30001,MT
30003,Big Horn County,13319,county,30003,MT
30005,Blaine County,6681,county,30005,MT
30007,Broadwater County,6237,county,30007,MT
30009,Carbon County,10725,county,30009,MT
30011,Carter County,1252,county,30011,MT
30013,Cascade County,81366,county,30013,MT
30015,Chouteau County,5635,county,30015,MT
30017,Custer County,11402,county,30017,MT
30019,Daniels County,1690,county,30019,MT
30021,Dawson County,8613,county,30021,MT
30023,Deer Lodge County,9140,county,30023,MT
30025,Fallon County,2846,county,30025,MT
30027,Fergus County,11050,county,30027,MT
30029,Flathead County,103806,county,30029,MT
30031,Gallatin County,114434,county,30031,MT
30033,Garfield County,1258,county,30033,MT
30035,Glacier County,13753,county,30035,MT
30037,Golden Valley County,821,county,30037,MT
30039,Granite County,3379,county,30039,MT
30041,Hill County,16484,county,30041,MT
30043,Jefferson County,12221,county,30043,MT
30045,Judith Basin County,2007,county,30045,MT
30047,Lake County,30458,county,30047,MT
30049,Lewis and Clark County,69432,county,30049,MT
30051,Liberty County,2337,county,30051,MT
30053,Lincoln County,19980,county,30053,MT
30055,McCone County,1664,county,30055,MT
30057,Madison County,8600,county,30057,MT
30059,Meagher County,1862,county,30059,MT
30061,Mineral County,4397,county,30061,MT
30063,Missoula County,119600,county,30063,MT
30065,Musselshell County,4633,county,30065,MT
30067,Park County,16606,county,30067,MT
30069,Petroleum County,487,county,30069,MT
30071,Phillips County,3954,county,30071,MT
30073,Pondera County,5911,county,30073,MT
30075,Powder River County,1682,county,30075,MT
30077,Powell County,6890,county,30077,MT
30079,Prairie County,1077,county,30079,MT
30081,Ravalli County,43806,county,30081,MT
30083,Richland County,10803,county,30083,MT
30085,Roosevelt County,11004,county,30085,MT
30087,Rosebud County,8937,county,30087,MT
30089,Sanders County,12113,county,30089,MT
30091,Sheridan County,3309,county,30091,MT
30093,Silver Bow County,34915,county,30093,MT
30095,Stillwater County,9642,county,30095,MT
30097,Sweet Grass County,3737,county,30097,MT
30099,Teton County,6147,county,30099,MT
30101,Toole County,4736,county,30101,MT
30103,Treasure County,696,county,30103,MT
30105,Valley County,7396,county,30105,MT
30107,Wheatland County,2126,county,30107,MT
30109,Wibaux County,969,county,30109,MT
30111,Yellowstone County,161300,county,30111,MT
31001,Adams County,31363,county,31001,NE
31003,Antelope County,6298,county,31003,NE
31005,Arthur County,463,county,31005,NE
31007,Banner County,745,county,31007,NE
31009,Blaine County,465,county,31009,NE
31011,Boone County,5192,county,31011,NE
31013,Box Butte County,10783,county,31013,NE
31015,Boyd County,1919,county,31015,NE
31017,Brown County,2955,county,31017,NE
31019,Buffalo County,49659,county,31019,NE
31021,Burt County,6459,county,31021,NE
31023,Butler County,8016,county,31023,NE
31025,Cass County,26248,county,31025,NE
31027,Cedar County,8402,county,31027,NE
31029,Chase County,3924,county,31029,NE
31031,Cherry County,5689,county,31031,NE
31033,Cheyenne County,8910,county,31033,NE
31035,Clay County,6203,county,31035,NE
31037,Colfax County,10709,county,31037,NE
31039,Cuming County,8846,county,31039,NE
31041,Custer County,10777,county,31041,NE
31043,Dakota County,20026,county,31043,NE
31045,Dawes County,8589,county,31045,NE
31047,Dawson County,23595,county,31047,NE
31049,Deuel County,1794,county,31049,NE
31051,Dixon County,5636,county,31051,NE
31053,Dodge County,36565,county,31053,NE
31055,Douglas County,571327,county,31055,NE
31057,Dundy County,1693,county,31057,NE
31059,Fillmore County,5462,county,31059,NE
31061,Franklin County,2979,county,31061,NE
31063,Frontier County,2627,county,31063,NE
31065,Furnas County,4676,county,31065,NE
31067,Gage County,21513,county,31067,NE
31069,Garden County,1837,county,31069,NE
31071,Garfield County,1969,county,31071,NE
31073,Gosper County,1990,county,31073,NE
31075,Grant County,623,county,31075,NE
31077,Greeley County,2356,county,31077,NE
31079,Hall County,61353,county,31079,NE
31081,Hamilton County,9324,county,31081,NE
31083,Harlan County,3380,county,31083,NE
31085,Hayes County,922,county,31085,NE
31087,Hitchcock County,2762,county,31087,NE
31089,Holt County,10067,county,31089,NE
31091,Hooker County,682,county,31091,NE
31093,Howard County,6445,county,31093,NE
31095,Jefferson County,7046,county,31095,NE
31097,Johnson County,5071,county,31097,NE
31099,Kearney County,6495,county,31099,NE
31101,Keith County,8034,county,31101,NE
31103,Keya Paha County,806,county,31103,NE
31105,Kimball County,3632,county,31105,NE
31107,Knox County,8332,county,31107,NE
31109,Lancaster County,319090,county,31109,NE
31111,Lincoln County,34914,county,31111,NE
31113,Logan County,748,county,31113,NE
31115,Loup County,664,county,31115,NE
31117,McPherson County,494,county,31117,NE
31119,Madison County,35099,county,31119,NE
31121,Merrick County,7755,county,31121,NE
31123,Morrill County,4642,county,31123,NE
31125,Nance County,3519,county,31125,NE
31127,Nemaha County,6972,county,31127,NE
31129,Nuckolls County,4148,county,31129,NE
31131,Otoe County,16012,county,31131,NE
31133,Pawnee County,2613,county,31133,NE
31135,Perkins County,2891,county,31135,NE
31137,Phelps County,9034,county,31137,NE
31139,Pierce County,7148,county,31139,NE
31141,Platte County,33470,county,31141,NE
31143,Polk County,5213,county,31143,NE
31145,Red Willow County,10724,county,31145,NE
31147,Richardson County,7865,county,31147,NE
31149,Rock County,1357,county,31149,NE
31151,Saline County,14224,county,31151,NE
31153,Sarpy County,187196,county,31153,NE
31155,Saunders County,21578,county,31155,NE
31157,Scotts Bluff County,35618,county,31157,NE
31159,Seward County,17284,county,31159,NE
31161,Sheridan County,5246,county,31161,NE
31163,Sherman County,3001,county,31163,NE
31165,Sioux County,1166,county,31165,NE
31167,Stanton County,5920,county,31167,NE
31169,Thayer County,5003,county,31169,NE
31171,Thomas County,722,county,31171,NE
31173,Thurston County,7224,county,31173,NE
31175,Valley County,4158,county,31175,NE
31177,Washington County,20729,county,31177,NE
31179,Wayne County,9385,county,31179,NE
31181,Webster County,3487,county,31181,NE
31183,Wheeler County,783,county,31183,NE
31185,York County,13679,county,31185,NE
32001,Churchill County,24909,county,32001,NV
32003,Clark County,2266715,county,32003,NV
32005,Douglas County,48905,county,32005,NV
32007,Elko County,52778,county,32007,NV
32009,Esmeralda County,873,county,32009,NV
32011,Eureka County,2029,county,32011,NV
32013,Humboldt County,16831,county,32013,NV
32015,Lander County,5532,county,32015,NV
32017,Lincoln County,5183,county,32017,NV
32019,Lyon County,57510,county,32019,NV
32021,Mineral County,4505,county,32021,NV
32023,Nye County,46523,county,32023,NV
32027,Pershing County,6725,county,32027,NV
32029,Storey County,4123,county,32029,NV
32031,Washoe County,471519,county,32031,NV
32033,White Pine County,9580,county,32033,NV
32510,Carson City County,55916,county,32510,NV
33001,Belknap County,61303,county,33001,NH
33003,Carroll County,48910,county,33003,NH
33005,Cheshire County,76085,county,33005,NH
33007,Coos County,31563,county,33007,NH
33009,Grafton County,89886,county,33009,NH
33011,Hillsborough County,417025,county,33011,NH
33013,Merrimack County,151391,county,33013,NH
33015,Rockingham County,309769,county,33015,NH
33017,Strafford County,130633,county,33017,NH
33019,Sullivan County,43146,county,33019,NH
34001,Atlantic County,263670,county,34001,NJ
34003,Bergen County,932202,county,34003,NJ
34005,Burlington County,445349,county,34005,NJ
34007,Camden County,506471,county,34007,NJ
34009,Cape May County,92039,county,34009,NJ
34011,Cumberland County,149527,county,34011,NJ
34013,Essex County,798975,county,34013,NJ
34015,Gloucester County,291636,county,34015,NJ
34017,Hudson County,672391,county,34017,NJ
34019,Hunterdon County,124371,county,34019,NJ
34021,Mercer County,367430,county,34021,NJ
34023,Middlesex County,825062,county,34023,NJ
34025,Monmouth County,618795,county,34025,NJ
34027,Morris County,491845,county,34027,NJ
34029,Ocean County,607186,county,34029,NJ
34031,Passaic County,501826,county,34031,NJ
34033,Salem County,62385,county,34033,NJ
34035,Somerset County,328934,county,34035,NJ
34037,Sussex County,140488,county,34037,NJ
34039,Union County,556341,county,34039,NJ
34041,Warren County,105267,county,34041,NJ
35001,Bernalillo County,679121,county,35001,NM
35003,Catron County,3527,county,35003,NM
35005,Chaves County,64615,county,35005,NM
35006,Cibola County,26675,county,35006,NM
35007,Colfax County,11941,county,35007,NM
35009,Curry County,48954,county,35009,NM
35011,De Baca County,1748,county,35011,NM
35013,Dona Ana County,218195,county,35013,NM
35015,Eddy County,58460,county,35015,NM
35017,Grant County,26998,county,35017,NM
35019,Guadalupe County,4300,county,35019,NM
35021,Harding County,625,county,35021,NM
35023,Hidalgo County,4198,county,35023,NM
35025,Lea County,71070,county,35025,NM
35027,Lincoln County,19572,county,35027,NM
35028,Los Alamos County,19369,county,35028,NM
35029,Luna County,23709,county,35029,NM
35031,McKinley County,71367,county,35031,NM
35033,Mora County,4521,county,35033,NM
35035,Otero County,67490,county,35035,NM
35037,Quay County,8253,county,35037,NM
35039,Rio Arriba County,38921,county,35039,NM
35041,Roosevelt County,18500,county,35041,NM
35043,Sandoval County,146748,county,35043,NM
35045,San Juan County,123958,county,35045,NM
35047,San Miguel County,27277,county,35047,NM
35049,Santa Fe County,150358,county,35049,NM
35051,Sierra County,10791,county,35051,NM
35053,Socorro County,16637,county,35053,NM
35055,Taos County,32723,county,35055,NM
35057,Torrance County,15461,county,35057,NM
35059,Union County,4059,county,35059,NM
35061,Valencia County,76688,county,35061,NM
36001,Albany County,305506,county,36001,NY
36003,Allegany County,46091,county,36003,NY
36005,Bronx County,1418207,county,36005,NY
36007,Broome County,190488,county,36007,NY
36009,Cattaraugus County,76117,county,36009,NY
36011,Cayuga County,76576,county,36011,NY
36013,Chautauqua County,126903,county,36013,NY
36015,Chemung County,83456,county,36015,NY
36017,Chenango County,47207,county,36017,NY
36019,Clinton County,80485,county,36019,NY
36021,Columbia County,59461,county,36021,NY
36023,Cortland County,47581,county,36023,NY
36025,Delaware County,44135,county,36025,NY
36027,Dutchess County,294218,county,36027,NY
36029,Erie County,918702,county,36029,NY
36031,Essex County,36885,county,36031,NY
36033,Franklin County,50022,county,36033,NY
36035,Fulton County,53383,county,36035,NY
36037,Genesee County,57280,county,36037,NY
36039,Greene County,47188,county,36039,NY
36041,Hamilton County,4416,county,36041,NY
36043,Herkimer County,61319,county,36043,NY
36045,Jefferson County,109834,county,36045,NY
36047,Kings County,2559903,county,36047,NY
36049,Lewis County,26296,county,36049,NY
36051,Livingston County,62914,county,36051,NY
36053,Madison County,70941,county,36053,NY
36055,Monroe County,741770,county,36055,NY
36057,Montgomery County,49221,county,36057,NY
36059,Nassau County,1356924,county,36059,NY
36061,New York City County,1628706,county,36061,NY
36063,Niagara County,209281,county,36063,NY
36065,Oneida County,228671,county,36065,NY
