fips,location_name,population,geo_type,geo_value,abbreviation
36067,Onondaga County,460528,county,36067,NY
36069,Ontario County,109777,county,36069,NY
36071,Orange County,384940,county,36071,NY
36073,Orleans County,40352,county,36073,NY
36075,Oswego County,117124,county,36075,NY
36077,Otsego County,59493,county,36077,NY
36079,Putnam County,98320,county,36079,NY
36081,Queens County,2253858,county,36081,NY
36083,Rensselaer County,158714,county,36083,NY
36085,Richmond County,476143,county,36085,NY
36087,Rockland County,325789,county,36087,NY
36089,St. Lawrence County,107740,county,36089,NY
36091,Saratoga County,229863,county,36091,NY
36093,Schenectady County,155299,county,36093,NY
36095,Schoharie County,30999,county,36095,NY
36097,Schuyler County,17807,county,36097,NY
36099,Seneca County,34016,county,36099,NY
36101,Steuben County,95379,county,36101,NY
36103,Suffolk County,1476601,county,36103,NY
36105,Sullivan County,75432,county,36105,NY
36107,Tioga County,48203,county,36107,NY
36109,Tompkins County,102180,county,36109,NY
36111,Ulster County,177573,county,36111,NY
36113,Warren County,63944,county,36113,NY
36115,Washington County,61204,county,36115,NY
36117,Wayne County,89918,county,36117,NY
36119,Westchester County,967506,county,36119,NY
36121,Wyoming County,39859,county,36121,NY
36123,Yates County,24913,county,36123,NY
37001,Alamance County,169509,county,37001,NC
37003,Alexander County,37497,county,37003,NC
37005,Alleghany County,11137,county,37005,NC
37007,Anson County,24446,county,37007,NC
37009,Ashe County,27203,county,37009,NC
37011,Avery County,17557,county,37011,NC
37013,Beaufort County,46994,county,37013,NC
37015,Bertie County,18947,county,37015,NC
37017,Bladen County,32722,county,37017,NC
37019,Brunswick County,142820,county,37019,NC
37021,Buncombe County,261191,county,37021,NC
37023,Burke County,90485,county,37023,NC
37025,Cabarrus County,216453,county,37025,NC
37027,Caldwell County,82178,county,37027,NC
37029,Camden County,10867,county,37029,NC
37031,Carteret County,69473,county,37031,NC
37033,Caswell County,22604,county,37033,NC
37035,Catawba County,159551,county,37035,NC
37037,Chatham County,74470,county,37037,NC
37039,Cherokee County,28612,county,37039,NC
37041,Chowan County,13943,county,37041,NC
37043,Clay County,11231,county,37043,NC
37045,Cleveland County,97947,county,37045,NC
37047,Columbus County,55508,county,37047,NC
37049,Craven County,102139,county,37049,NC
37051,Cumberland County,335509,county,37051,NC
37053,Currituck County,27763,county,37053,NC
37055,Dare County,37009,county,37055,NC
37057,Davidson County,167609,county,37057,NC
37059,Davie County,42846,county,37059,NC
37061,Duplin County,58741,county,37061,NC
37063,Durham County,321488,county,37063,NC
37065,Edgecombe County,51472,county,37065,NC
37067,Forsyth County,382295,county,37067,NC
37069,Franklin County,69685,county,37069,NC
37071,Gaston County,224529,county,37071,NC
37073,Gates County,11562,county,37073,NC
37075,Graham County,8441,county,37075,NC
37077,Granville County,60443,county,37077,NC
37079,Greene County,21069,county,37079,NC
37081,Guilford County,537174,county,37081,NC
37083,Halifax County,50010,county,37083,NC
37085,Harnett County,135976,county,37085,NC
37087,Haywood County,62317,county,37087,NC
37089,Henderson County,117417,county,37089,NC
37091,Hertford County,23677,county,37091,NC
37093,Hoke County,55234,county,37093,NC
37095,Hyde County,4937,county,37095,NC
37097,Iredell County,181806,county,37097,NC
37099,Jackson County,43938,county,37099,NC
37101,Johnston County,209339,county,37101,NC
37103,Jones County,9419,county,37103,NC
37105,Lee County,61779,county,37105,NC
37107,Lenoir County,55949,county,37107,NC
37109,Lincoln County,86111,county,37109,NC
37111,McDowell County,45756,county,37111,NC
37113,Macon County,35858,county,37113,NC
37115,Madison County,21755,county,37115,NC
37117,Martin County,22440,county,37117,NC
37119,Mecklenburg County,1110356,county,37119,NC
37121,Mitchell County,14964,county,37121,NC
37123,Montgomery County,27173,county,37123,NC
37125,Moore County,100880,county,37125,NC
37127,Nash County,94298,county,37127,NC
37129,New Hanover County,234473,county,37129,NC
37131,Northampton County,19483,county,37131,NC
37133,Onslow County,197938,county,37133,NC
37135,Orange County,148476,county,37135,NC
37137,Pamlico County,12726,county,37137,NC
37139,Pasquotank County,39824,county,37139,NC
37141,Pender County,63060,county,37141,NC
37143,Perquimans County,13463,county,37143,NC
37145,Person County,39490,county,37145,NC
37147,Pitt County,180742,county,37147,NC
37149,Polk County,20724,county,37149,NC
37151,Randolph County,143667,county,37151,NC
37153,Richmond County,44829,county,37153,NC
37155,Robeson County,130625,county,37155,NC
37157,Rockingham County,91010,county,37157,NC
37159,Rowan County,142088,county,37159,NC
37161,Rutherford County,67029,county,37161,NC
37163,Sampson County,63531,county,37163,NC
37165,Scotland County,34823,county,37165,NC
37167,Stanly County,62806,county,37167,NC
37169,Stokes County,45591,county,37169,NC
37171,Surry County,71783,county,37171,NC
37173,Swain County,14271,county,37173,NC
37175,Transylvania County,34385,county,37175,NC
37177,Tyrrell County,4016,county,37177,NC
37179,Union County,239859,county,37179,NC
37181,Vance County,44535,county,37181,NC
37183,Wake County,1111761,county,37183,NC
37185,Warren County,19731,county,37185,NC
37187,Washington County,11580,county,37187,NC
37189,Watauga County,56177,county,37189,NC
37191,Wayne County,123131,county,37191,NC
37193,Wilkes County,68412,county,37193,NC
37195,Wilson County,81801,county,37195,NC
37197,Yadkin County,37667,county,37197,NC
37199,Yancey County,18069,county,37199,NC
38001,Adams County,2216,county,38001,ND
38003,Barnes County,10415,county,38003,ND
38005,Benson County,6832,county,38005,ND
38007,Billings County,928,county,38007,ND
38009,Bottineau County,6282,county,38009,ND
38011,Bowman County,3024,county,38011,ND
38013,Burke County,2115,county,38013,ND
38015,Burleigh County,95626,county,38015,ND
38017,Cass County,181923,county,38017,ND
38019,Cavalier County,3762,county,38019,ND
38021,Dickey County,4872,county,38021,ND
38023,Divide County,2264,county,38023,ND
38025,Dunn County,4424,county,38025,ND
38027,Eddy County,2287,county,38027,ND
38029,Emmons County,3241,county,38029,ND
38031,Foster County,3210,county,38031,ND
38033,Golden Valley County,1761,county,38033,ND
38035,Grand Forks County,69451,county,38035,ND
38037,Grant County,2274,county,38037,ND
38039,Griggs County,2231,county,38039,ND
38041,Hettinger County,2499,county,38041,ND
38043,Kidder County,2480,county,38043,ND
38045,LaMoure County,4046,county,38045,ND
38047,Logan County,1850,county,38047,ND
38049,McHenry County,5745,county,38049,ND
38051,McIntosh County,2497,county,38051,ND
38053,McKenzie County,15024,county,38053,ND
38055,McLean County,9450,county,38055,ND
38057,Mercer County,8187,county,38057,ND
38059,Morton County,31364,county,38059,ND
38061,Mountrail County,10545,county,38061,ND
38063,Nelson County,2879,county,38063,ND
38065,Oliver County,1959,county,38065,ND
38067,Pembina County,6801,county,38067,ND
38069,Pierce County,3975,county,38069,ND
38071,Ramsey County,11519,county,38071,ND
38073,Ransom County,5218,county,38073,ND
38075,Renville County,2327,county,38075,ND
38077,Richland County,16177,county,38077,ND
38079,Rolette County,14176,county,38079,ND
38081,Sargent County,3898,county,38081,ND
38083,Sheridan County,1315,county,38083,ND
38085,Sioux County,4230,county,38085,ND
38087,Slope County,750,county,38087,ND
38089,Stark County,31489,county,38089,ND
38091,Steele County,1890,county,38091,ND
38093,Stutsman County,20704,county,38093,ND
38095,Towner County,2189,county,38095,ND
38097,Traill County,8036,county,38097,ND
38099,Walsh County,10641,county,38099,ND
38101,Ward County,67641,county,38101,ND
38103,Wells County,3834,county,38103,ND
38105,Williams County,37589,county,38105,ND
39001,Adams County,27698,county,39001,OH
39003,Allen County,102351,county,39003,OH
39005,Ashland County,53484,county,39005,OH
39007,Ashtabula County,97241,county,39007,OH
39009,Athens County,65327,county,39009,OH
39011,Auglaize County,45656,county,39011,OH
39013,Belmont County,67006,county,39013,OH
39015,Brown County,43432,county,39015,OH
39017,Butler County,383134,county,39017,OH
39019,Carroll County,26914,county,39019,OH
39021,Champaign County,38885,county,39021,OH
39023,Clark County,134083,county,39023,OH
39025,Clermont County,206428,county,39025,OH
39027,Clinton County,41968,county,39027,OH
39029,Columbiana County,101883,county,39029,OH
39031,Coshocton County,36600,county,39031,OH
39033,Crawford County,41494,county,39033,OH
39035,Cuyahoga County,1235072,county,39035,OH
39037,Darke County,51113,county,39037,OH
39039,Defiance County,38087,county,39039,OH
39041,Delaware County,209177,county,39041,OH
39043,Erie County,74266,county,39043,OH
39045,Fairfield County,157574,county,39045,OH
39047,Fayette County,28525,county,39047,OH
39049,Franklin County,1316756,county,39049,OH
39051,Fulton County,42126,county,39051,OH
39053,Gallia County,29898,county,39053,OH
39055,Geauga County,93649,county,39055,OH
39057,Greene County,168937,county,39057,OH
39059,Guernsey County,38875,county,39059,OH
39061,Hamilton County,817473,county,39061,OH
39063,Hancock County,75783,county,39063,OH
39065,Hardin County,31365,county,39065,OH
39067,Harrison County,15040,county,39067,OH
39069,Henry County,27006,county,39069,OH
39071,Highland County,43161,county,39071,OH
39073,Hocking County,28264,county,39073,OH
39075,Holmes County,43960,county,39075,OH
39077,Huron County,58266,county,39077,OH
39079,Jackson County,32413,county,39079,OH
39081,Jefferson County,65325,county,39081,OH
39083,Knox County,62322,county,39083,OH
39085,Lake County,230149,county,39085,OH
39087,Lawrence County,59463,county,39087,OH
39089,Licking County,176862,county,39089,OH
39091,Logan County,45672,county,39091,OH
39093,Lorain County,309833,county,39093,OH
39095,Lucas County,428348,county,39095,OH
39097,Madison County,44731,county,39097,OH
39099,Mahoning County,228683,county,39099,OH
39101,Marion County,65093,county,39101,OH
39103,Medina County,179746,county,39103,OH
39105,Meigs County,22907,county,39105,OH
39107,Mercer County,41172,county,39107,OH
39109,Miami County,106987,county,39109,OH
39111,Monroe County,13654,county,39111,OH
39113,Montgomery County,531687,county,39113,OH
39115,Morgan County,14508,county,39115,OH
39117,Morrow County,35328,county,39117,OH
39119,Muskingum County,86215,county,39119,OH
39121,Noble County,14424,county,39121,OH
39123,Ottawa County,40525,county,39123,OH
39125,Paulding County,18672,county,39125,OH
39127,Perry County,36134,county,39127,OH
39129,Pickaway County,58457,county,39129,OH
39131,Pike County,27772,county,39131,OH
39133,Portage County,162466,county,39133,OH
39135,Preble County,40882,county,39135,OH
39137,Putnam County,33861,county,39137,OH
39139,Richland County,121154,county,39139,OH
39141,Ross County,76666,county,39141,OH
39143,Sandusky County,58518,county,39143,OH
39145,Scioto County,75314,county,39145,OH
39147,Seneca County,55178,county,39147,OH
39149,Shelby County,48590,county,39149,OH
39151,Stark County,370606,county,39151,OH
39153,Summit County,541013,county,39153,OH
39155,Trumbull County,197974,county,39155,OH
39157,Tuscarawas County,91987,county,39157,OH
39159,Union County,58988,county,39159,OH
39161,Van Wert County,28275,county,39161,OH
39163,Vinton County,13085,county,39163,OH
39165,Warren County,234602,county,39165,OH
39167,Washington County,59911,county,39167,OH
39169,Wayne County,115710,county,39169,OH
39171,Williams County,36692,county,39171,OH
39173,Wood County,130817,county,39173,OH
39175,Wyandot County,21772,county,39175,OH
40001,Adair County,22194,county,40001,OK
40003,Alfalfa County,5702,county,40003,OK
40005,Atoka County,13758,county,40005,OK
40007,Beaver County,5311,county,40007,OK
40009,Beckham County,21859,county,40009,OK
40011,Blaine County,9429,county,40011,OK
40013,Bryan County,47995,county,40013,OK
40015,Caddo County,28762,county,40015,OK
40017,Canadian County,148306,county,40017,OK
40019,Carter County,48111,county,40019,OK
40021,Cherokee County,48657,county,40021,OK
40023,Choctaw County,14672,county,40023,OK
40025,Cimarron County,2137,county,40025,OK
40027,Cleveland County,284014,county,40027,OK
40029,Coal County,5495,county,40029,OK
40031,Comanche County,120749,county,40031,OK
40033,Cotton County,5666,county,40033,OK
40035,Craig County,14142,county,40035,OK
40037,Creek County,71522,county,40037,OK
40039,Custer County,29003,county,40039,OK
40041,Delaware County,43009,county,40041,OK
40043,Dewey County,4891,county,40043,OK
40045,Ellis County,3859,county,40045,OK
40047,Garfield County,61056,county,40047,OK
40049,Garvin County,27711,county,40049,OK
40051,Grady County,55834,county,40051,OK
40053,Grant County,4333,county,40053,OK
40055,Greer County,5712,county,40055,OK
40057,Harmon County,2653,county,40057,OK
40059,Harper County,3688,county,40059,OK
40061,Haskell County,12627,county,40061,OK
40063,Hughes County,13279,county,40063,OK
40065,Jackson County,24530,county,40065,OK
40067,Jefferson County,6002,county,40067,OK
40069,Johnston County,11085,county,40069,OK
40071,Kay County,43538,county,40071,OK
40073,Kingfisher County,15765,county,40073,OK
40075,Kiowa County,8708,county,40075,OK
40077,Latimer County,10073,county,40077,OK
40079,Le Flore County,49853,county,40079,OK
40081,Lincoln County,34877,county,40081,OK
40083,Logan County,48011,county,40083,OK
40085,Love County,10253,county,40085,OK
40087,McClain County,40474,county,40087,OK
40089,McCurtain County,32832,county,40089,OK
40091,McIntosh County,19596,county,40091,OK
40093,Major County,7629,county,40093,OK
40095,Marshall County,16931,county,40095,OK
40097,Mayes County,41100,county,40097,OK
40099,Murray County,14073,county,40099,OK
40101,Muskogee County,67997,county,40101,OK
40103,Noble County,11131,county,40103,OK
40105,Nowata County,10076,county,40105,OK
40107,Okfuskee County,11993,county,40107,OK
40109,Oklahoma County,797434,county,40109,OK
40111,Okmulgee County,38465,county,40111,OK
40113,Osage County,46963,county,40113,OK
40115,Ottawa County,31127,county,40115,OK
40117,Pawnee County,16376,county,40117,OK
40119,Payne County,81784,county,40119,OK
40121,Pittsburg County,43654,county,40121,OK
40123,Pontotoc County,38284,county,40123,OK
40125,Pottawatomie County,72592,county,40125,OK
40127,Pushmataha County,11096,county,40127,OK
40129,Roger Mills County,3583,county,40129,OK
40131,Rogers County,92459,county,40131,OK
40133,Seminole County,24258,county,40133,OK
40135,Sequoyah County,41569,county,40135,OK
40137,Stephens County,43143,county,40137,OK
40139,Texas County,19983,county,40139,OK
40141,Tillman County,7250,county,40141,OK
40143,Tulsa County,651552,county,40143,OK
40145,Wagoner County,81289,county,40145,OK
40147,Washington County,51527,county,40147,OK
40149,Washita County,10916,county,40149,OK
40151,Woods County,8793,county,40151,OK
40153,Woodward County,20211,county,40153,OK
41001,Baker County,16124,county,41001,OR
41003,Benton County,93053,county,41003,OR
41005,Clackamas County,418187,county,41005,OR
41007,Clatsop County,40224,county,41007,OR
41009,Columbia County,52354,county,41009,OR
41011,Coos County,64487,county,41011,OR
41013,Crook County,24404,county,41013,OR
41015,Curry County,22925,county,41015,OR
41017,Deschutes County,197692,county,41017,OR
41019,Douglas County,110980,county,41019,OR
41021,Gilliam County,1912,county,41021,OR
41023,Grant County,7199,county,41023,OR
41025,Harney County,7393,county,41025,OR
41027,Hood River County,23382,county,41027,OR
41029,Jackson County,220944,county,41029,OR
41031,Jefferson County,24658,county,41031,OR
41033,Josephine County,87487,county,41033,OR
41035,Klamath County,68238,county,41035,OR
41037,Lake County,7869,county,41037,OR
41039,Lane County,382067,county,41039,OR
41041,Lincoln County,49962,county,41041,OR
41043,Linn County,129749,county,41043,OR
41045,Malheur County,30571,county,41045,OR
41047,Marion County,347818,county,41047,OR
41049,Morrow County,11603,county,41049,OR
41051,Multnomah County,812855,county,41051,OR
41053,Polk County,86085,county,41053,OR
41055,Sherman County,1780,county,41055,OR
41057,Tillamook County,27036,county,41057,OR
41059,Umatilla County,77950,county,41059,OR
41061,Union County,26835,county,41061,OR
41063,Wallowa County,7208,county,41063,OR
41065,Wasco County,26682,county,41065,OR
41067,Washington County,601592,county,41067,OR
41069,Wheeler County,1332,county,41069,OR
41071,Yamhill County,107100,county,41071,OR
42001,Adams County,103009,county,42001,PA
42003,Allegheny County,1216045,county,42003,PA
42005,Armstrong County,64735,county,42005,PA
42007,Beaver County,163929,county,42007,PA
42009,Bedford County,47888,county,42009,PA
42011,Berks County,421164,county,42011,PA
42013,Blair County,121829,county,42013,PA
42015,Bradford County,60323,county,42015,PA
42017,Bucks County,628270,county,42017,PA
42019,Butler County,187853,county,42019,PA
42021,Cambria County,130192,county,42021,PA
42023,Cameron County,4447,county,42023,PA
42025,Carbon County,64182,county,42025,PA
42027,Centre County,162385,county,42027,PA
42029,Chester County,524989,county,42029,PA
42031,Clarion County,38438,county,42031,PA
42033,Clearfield County,79255,county,42033,PA
42035,Clinton County,38632,county,42035,PA
42037,Columbia County,64964,county,42037,PA
42039,Crawford County,84629,county,42039,PA
42041,Cumberland County,253370,county,42041,PA
42043,Dauphin County,278299,county,42043,PA
42045,Delaware County,566747,county,42045,PA
42047,Elk County,29910,county,42047,PA
42049,Erie County,269728,county,42049,PA
42051,Fayette County,129274,county,42051,PA
42053,Forest County,7247,county,42053,PA
42055,Franklin County,155027,county,42055,PA
42057,Fulton County,14530,county,42057,PA
42059,Greene County,36233,county,42059,PA
42061,Huntingdon County,45144,county,42061,PA
42063,Indiana County,84073,county,42063,PA
42065,Jefferson County,43425,county,42065,PA
42067,Juniata County,24763,county,42067,PA
42069,Lackawanna County,209674,county,42069,PA
42071,Lancaster County,545724,county,42071,PA
42073,Lawrence County,85512,county,42073,PA
42075,Lebanon County,141793,county,42075,PA
42077,Lehigh County,369318,county,42077,PA
42079,Luzerne County,317417,county,42079,PA
42081,Lycoming County,113299,county,42081,PA
42083,McKean County,40625,county,42083,PA
42085,Mercer County,109424,county,42085,PA
42087,Mifflin County,46138,county,42087,PA
42089,Monroe County,170271,county,42089,PA
42091,Montgomery County,830915,county,42091,PA
42093,Montour County,18230,county,42093,PA
42095,Northampton County,305285,county,42095,PA
42097,Northumberland County,90843,county,42097,PA
42099,Perry County,46272,county,42099,PA
42101,Philadelphia County,1584064,county,42101,PA
42103,Pike County,55809,county,42103,PA
42105,Potter County,16526,county,42105,PA
42107,Schuylkill County,141359,county,42107,PA
42109,Snyder County,40372,county,42109,PA
42111,Somerset County,73447,county,42111,PA
42113,Sullivan County,6066,county,42113,PA
42115,Susquehanna County,40328,county,42115,PA
42117,Tioga County,40591,county,42117,PA
42119,Union County,44923,county,42119,PA
42121,Venango County,50668,county,42121,PA
42123,Warren County,39191,county,42123,PA
42125,Washington County,206865,county,42125,PA
42127,Wayne County,51361,county,42127,PA
42129,Westmoreland County,348899,county,42129,PA
42131,Wyoming County,26794,county,42131,PA
42133,York County,449058,county,42133,PA
44001,Bristol County,48479,county,44001,RI
44003,Kent County,164292,county,44003,RI
44005,Newport County,82082,county,44005,RI
44007,Providence County,638931,county,44007,RI
44009,Washington County,125577,county,44009,RI
45001,Abbeville County,24527,county,45001,SC
45003,Aiken County,170872,county,45003,SC
45005,Allendale County,8688,county,45005,SC
45007,Anderson County,202558,county,45007,SC
45009,Bamberg County,14066,county,45009,SC
45011,Barnwell County,20866,county,45011,SC
45013,Beaufort County,192122,county,45013,SC
45015,Berkeley County,227907,county,45015,SC
45017,Calhoun County,14553,county,45017,SC
45019,Charleston County,411406,county,45019,SC
45021,Cherokee County,57300,county,45021,SC
45023,Chester County,32244,county,45023,SC
45025,Chesterfield County,45650,county,45025,SC
45027,Clarendon County,33745,county,45027,SC
45029,Colleton County,37677,county,45029,SC
45031,Darlington County,66618,county,45031,SC
45033,Dillon County,30479,county,45033,SC
45035,Dorchester County,162809,county,45035,SC
45037,Edgefield County,27260,county,45037,SC
45039,Fairfield County,22347,county,45039,SC
45041,Florence County,138293,county,45041,SC
45043,Georgetown County,62680,county,45043,SC
45045,Greenville County,523542,county,45045,SC
45047,Greenwood County,70811,county,45047,SC
45049,Hampton County,19222,county,45049,SC
45051,Horry County,354081,county,45051,SC
45053,Jasper County,30073,county,45053,SC
45055,Kershaw County,66551,county,45055,SC
45057,Lancaster County,98012,county,45057,SC
45059,Laurens County,67493,county,45059,SC
45061,Lee County,16828,county,45061,SC
45063,Lexington County,298750,county,45063,SC
45065,McCormick County,9463,county,45065,SC
45067,Marion County,30657,county,45067,SC
45069,Marlboro County,26118,county,45069,SC
45071,Newberry County,38440,county,45071,SC
45073,Oconee County,79546,county,45073,SC
45075,Orangeburg County,86175,county,45075,SC
45077,Pickens County,126884,county,45077,SC
45079,Richland County,415759,county,45079,SC
45081,Saluda County,20473,county,45081,SC
45083,Spartanburg County,319785,county,45083,SC
45085,Sumter County,106721,county,45085,SC
45087,Union County,27316,county,45087,SC
45089,Williamsburg County,30368,county,45089,SC
45091,York County,280979,county,45091,SC
46003,Aurora County,2751,county,46003,SD
46005,Beadle County,18453,county,46005,SD
46007,Bennett County,3365,county,46007,SD
46009,Bon Homme County,6901,county,46009,SD
46011,Brookings County,35077,county,46011,SD
46013,Brown County,38839,county,46013,SD
46015,Brule County,5297,county,46015,SD
46017,Buffalo County,1962,county,46017,SD
46019,Butte County,10429,county,46019,SD
46021,Campbell County,1376,county,46021,SD
46023,Charles Mix County,9292,county,46023,SD
46025,Clark County,3736,county,46025,SD
46027,Clay County,14070,county,46027,SD
46029,Codington County,28009,county,46029,SD
46031,Corson County,4086,county,46031,SD
46033,Custer County,8972,county,46033,SD
46035,Davison County,19775,county,46035,SD
46037,Day County,5424,county,46037,SD
46039,Deuel County,4351,county,46039,SD
46041,Dewey County,5892,county,46041,SD
46043,Douglas County,2921,county,46043,SD
46045,Edmunds County,3829,county,46045,SD
46047,Fall River County,6713,county,46047,SD
46049,Faulk County,2299,county,46049,SD
46051,Grant County,7052,county,46051,SD
46053,Gregory County,4185,county,46053,SD
46055,Haakon County,1899,county,46055,SD
46057,Hamlin County,6164,county,46057,SD
46059,Hand County,3191,county,46059,SD
46061,Hanson County,3453,county,46061,SD
46063,Harding County,1298,county,46063,SD
46065,Hughes County,17526,county,46065,SD
46067,Hutchinson County,7291,county,46067,SD
46069,Hyde County,1301,county,46069,SD
46071,Jackson County,3344,county,46071,SD
46073,Jerauld County,2013,county,46073,SD
46075,Jones County,903,county,46075,SD
46077,Kingsbury County,4939,county,46077,SD
46079,Lake County,12797,county,46079,SD
46081,Lawrence County,25844,county,46081,SD
46083,Lincoln County,61128,county,46083,SD
46085,Lyman County,3781,county,46085,SD
46087,McCook County,5586,county,46087,SD
46089,McPherson County,2379,county,46089,SD
46091,Marshall County,4935,county,46091,SD
46093,Meade County,28332,county,46093,SD
46095,Mellette County,2061,county,46095,SD
46097,Miner County,2216,county,46097,SD
46099,Minnehaha County,193134,county,46099,SD
46101,Moody County,6576,county,46101,SD
46102,Oglala Lakota County,14177,county,46102,SD
46103,Pennington County,113775,county,46103,SD
46105,Perkins County,2865,county,46105,SD
46107,Potter County,2153,county,46107,SD
46109,Roberts County,10394,county,46109,SD
46111,Sanborn County,2344,county,46111,SD
46115,Spink County,6376,county,46115,SD
46117,Stanley County,3098,county,46117,SD
46119,Sully County,1391,county,46119,SD
46121,Todd County,10177,county,46121,SD
46123,Tripp County,5441,county,46123,SD
46125,Turner County,8384,county,46125,SD
46127,Union County,15932,county,46127,SD
46129,Walworth County,5435,county,46129,SD
46135,Yankton County,22814,county,46135,SD
46137,Ziebach County,2756,county,46137,SD
47001,Anderson County,76978,county,47001,TN
47003,Bedford County,49713,county,47003,TN
47005,Benton County,16160,county,47005,TN
47007,Bledsoe County,15064,county,47007,TN
47009,Blount County,133088,county,47009,TN
47011,Bradley County,108110,county,47011,TN
47013,Campbell County,39842,county,47013,TN
47015,Cannon County,14678,county,47015,TN
47017,Carroll County,27767,county,47017,TN
47019,Carter County,56391,county,47019,TN
47021,Cheatham County,40667,county,47021,TN
47023,Chester County,17297,county,47023,TN
47025,Claiborne County,31959,county,47025,TN
47027,Clay County,7615,county,47027,TN
47029,Cocke County,36004,county,47029,TN
47031,Coffee County,56520,county,47031,TN
47033,Crockett County,14230,county,47033,TN
47035,Cumberland County,60520,county,47035,TN
47037,Davidson County,694144,county,47037,TN
47039,Decatur County,11663,county,47039,TN
47041,DeKalb County,20490,county,47041,TN
47043,Dickson County,53948,county,47043,TN
47045,Dyer County,37159,county,47045,TN
47047,Fayette County,41133,county,47047,TN
47049,Fentress County,18523,county,47049,TN
47051,Franklin County,42208,county,47051,TN
47053,Gibson County,49133,county,47053,TN
47055,Giles County,29464,county,47055,TN
47057,Grainger County,23320,county,47057,TN
47059,Greene County,69069,county,47059,TN
47061,Grundy County,13427,county,47061,TN
47063,Hamblen County,64934,county,47063,TN
47065,Hamilton County,367804,county,47065,TN
47067,Hancock County,6620,county,47067,TN
47069,Hardeman County,25050,county,47069,TN
47071,Hardin County,25652,county,47071,TN
47073,Hawkins County,56786,county,47073,TN
47075,Haywood County,17304,county,47075,TN
47077,Henderson County,28117,county,47077,TN
47079,Henry County,32345,county,47079,TN
47081,Hickman County,25178,county,47081,TN
47083,Houston County,8201,county,47083,TN
47085,Humphreys County,18582,county,47085,TN
47087,Jackson County,11786,county,47087,TN
47089,Jefferson County,54495,county,47089,TN
47091,Johnson County,17788,county,47091,TN
47093,Knox County,470313,county,47093,TN
47095,Lake County,7016,county,47095,TN
47097,Lauderdale County,25633,county,47097,TN
47099,Lawrence County,44142,county,47099,TN
47101,Lewis County,12268,county,47101,TN
47103,Lincoln County,34366,county,47103,TN
47105,Loudon County,54068,county,47105,TN
47107,McMinn County,53794,county,47107,TN
47109,McNairy County,25694,county,47109,TN
47111,Macon County,24602,county,47111,TN
47113,Madison County,97984,county,47113,TN
47115,Marion County,28907,county,47115,TN
47117,Marshall County,34375,county,47117,TN
47119,Maury County,96387,county,47119,TN
47121,Meigs County,12422,county,47121,TN
47123,Monroe County,46545,county,47123,TN
47125,Montgomery County,208993,county,47125,TN
47127,Moore County,6488,county,47127,TN
47129,Morgan County,21403,county,47129,TN
47131,Obion County,30069,county,47131,TN
47133,Overton County,22241,county,47133,TN
47135,Perry County,8076,county,47135,TN
47137,Pickett County,5048,county,47137,TN
47139,Polk County,16832,county,47139,TN
47141,Putnam County,80245,county,47141,TN
47143,Rhea County,33167,county,47143,TN
47145,Roane County,53382,county,47145,TN
47147,Robertson County,71813,county,47147,TN
47149,Rutherford County,332285,county,47149,TN
47151,Scott County,22068,county,47151,TN
47153,Sequatchie County,15026,county,47153,TN
47155,Sevier County,98250,county,47155,TN
47157,Shelby County,937166,county,47157,TN
47159,Smith County,20157,county,47159,TN
47161,Stewart County,13715,county,47161,TN
47163,Sullivan County,158348,county,47163,TN
47165,Sumner County,191283,county,47165,TN
47167,Tipton County,61599,county,47167,TN
47169,Trousdale County,11284,county,47169,TN
47171,Unicoi County,17883,county,47171,TN
47173,Union County,19972,county,47173,TN
47175,Van Buren County,5872,county,47175,TN
47177,Warren County,41277,county,47177,TN
47179,Washington County,129375,county,47179,TN
47181,Wayne County,16673,county,47181,TN
47183,Weakley County,33328,county,47183,TN
47185,White County,27345,county,47185,TN
47187,Williamson County,238412,county,47187,TN
47189,Wilson County,144657,county,47189,TN
48001,Anderson County,57735,county,48001,TX
48003,Andrews County,18705,county,48003,TX
48005,Angelina County,86715,county,48005,TX
48007,Aransas County,23510,county,48007,TX
48009,Archer County,8553,county,48009,TX
48011,Armstrong County,1887,county,48011,TX
48013,Atascosa County,51153,county,48013,TX
48015,Austin County,30032,county,48015,TX
48017,Bailey County,7000,county,48017,TX
48019,Bandera County,23112,county,48019,TX
48021,Bastrop County,88723,county,48021,TX
48023,Baylor County,3509,county,48023,TX
48025,Bee County,32565,county,48025,TX
48027,Bell County,362924,county,48027,TX
48029,Bexar County,2003554,county,48029,TX
48031,Blanco County,11931,county,48031,TX
48033,Borden County,654,county,48033,TX
48035,Bosque County,18685,county,48035,TX
48037,Bowie County,93245,county,48037,TX
48039,Brazoria County,374264,county,48039,TX
48041,Brazos County,229211,county,48041,TX
48043,Brewster County,9203,county,48043,TX
48045,Briscoe County,1546,county,48045,TX
48047,Brooks County,7093,county,48047,TX
48049,Brown County,37864,county,48049,TX
48051,Burleson County,18443,county,48051,TX
48053,Burnet County,48155,county,48053,TX
48055,Caldwell County,43664,county,48055,TX
48057,Calhoun County,21290,county,48057,TX
48059,Callahan County,13943,county,48059,TX
48061,Cameron County,423163,county,48061,TX
48063,Camp County,13094,county,48063,TX
48065,Carson County,5926,county,48065,TX
48067,Cass County,30026,county,48067,TX
48069,Castro County,7530,county,48069,TX
48071,Chambers County,43837,county,48071,TX
